outer_target_domain,inner_validation_domain,alpha,recovery,physical_cells,validation_rows,method_cell_macro_mae
CALB,SDU,0.02,0.0005,86,48716,0.10102732901502588
CALB,SDU,0.015,0.0005,86,48716,0.09769695753422745
CALB,SDU,0.01,0.0005,86,48716,0.09193579342176794
CALB,SDU,0.005,0.0005,86,48716,0.07995916539183187
CALB,SDU,1.0,0.001,86,48716,0.11500964075576134
CALB,SDU,0.5,0.001,86,48716,0.11355196501965646
CALB,SDU,0.2,0.001,86,48716,0.11191272255116154
CALB,SDU,0.1,0.001,86,48716,0.1103746858843983
CALB,SDU,0.05,0.001,86,48716,0.10748396314359304
CALB,SDU,0.03,0.001,86,48716,0.10405354648365292
CALB,SDU,0.02,0.001,86,48716,0.100340248572178
CALB,SDU,0.015,0.001,86,48716,0.09709913665259609
CALB,SDU,0.01,0.001,86,48716,0.0914538339529865
CALB,SDU,0.005,0.001,86,48716,0.07977720813514116
CALB,SDU,1.0,0.002,86,48716,0.11386267165399422
CALB,SDU,0.5,0.002,86,48716,0.11246143897906212
CALB,SDU,0.2,0.002,86,48716,0.1109646524578511
CALB,SDU,0.1,0.002,86,48716,0.10925543727538947
CALB,SDU,0.05,0.002,86,48716,0.10622477801526041
CALB,SDU,0.03,0.002,86,48716,0.10298021007160187
CALB,SDU,0.02,0.002,86,48716,0.09952701802493598
CALB,SDU,0.015,0.002,86,48716,0.09642305717960756
CALB,SDU,0.01,0.002,86,48716,0.0910300097604666
CALB,SDU,0.005,0.002,86,48716,0.07958202042548757
CALB,SDU,1.0,0.005,86,48716,0.1125340895911276
CALB,SDU,0.5,0.005,86,48716,0.11132495896973649
CALB,SDU,0.2,0.005,86,48716,0.10954808027023512
CALB,SDU,0.1,0.005,86,48716,0.10731142692654726
CALB,SDU,0.05,0.005,86,48716,0.10424628413710074
CALB,SDU,0.03,0.005,86,48716,0.10151268136470314
CALB,SDU,0.02,0.005,86,48716,0.09847167634496486
CALB,SDU,0.015,0.005,86,48716,0.09562577053214225
CALB,SDU,0.01,0.005,86,48716,0.09040759648989438
CALB,SDU,0.005,0.005,86,48716,0.07897557657295542
CALB,SNL,1.0,0.0,61,96092,0.0549301666947405
CALB,SNL,0.5,0.0,61,96092,0.05522773096629717
CALB,SNL,0.2,0.0,61,96092,0.055759016736199915
CALB,SNL,0.1,0.0,61,96092,0.05653549588823939
CALB,SNL,0.05,0.0,61,96092,0.05778855682555377
CALB,SNL,0.03,0.0,61,96092,0.05922205634273354
CALB,SNL,0.02,0.0,61,96092,0.06085072441496979
CALB,SNL,0.015,0.0,61,96092,0.06245972071054375
CALB,SNL,0.01,0.0,61,96092,0.0655523711098674
CALB,SNL,0.005,0.0,61,96092,0.07303586719485004
CALB,SNL,1.0,0.00025,61,96092,0.05579676997661741
CALB,SNL,0.5,0.00025,61,96092,0.05621616460723524
CALB,SNL,0.2,0.00025,61,96092,0.056896843898254536
CALB,SNL,0.1,0.00025,61,96092,0.05766219822027769
CALB,SNL,0.05,0.00025,61,96092,0.05885283673001884
CALB,SNL,0.03,0.00025,61,96092,0.06022189830914273
CALB,SNL,0.02,0.00025,61,96092,0.06179243118337016
CALB,SNL,0.015,0.00025,61,96092,0.06333755948243305
CALB,SNL,0.01,0.00025,61,96092,0.06627042191576513
CALB,SNL,0.005,0.00025,61,96092,0.07350289697635518
CALB,SNL,1.0,0.0005,61,96092,0.056338840202425515
CALB,SNL,0.5,0.0005,61,96092,0.05673167170556953
CALB,SNL,0.2,0.0005,61,96092,0.05737152622185226
CALB,SNL,0.1,0.0005,61,96092,0.058098048289502775
CALB,SNL,0.05,0.0005,61,96092,0.05925379023239785
CALB,SNL,0.03,0.0005,61,96092,0.060602930462907226
CALB,SNL,0.02,0.0005,61,96092,0.062162216815185356
CALB,SNL,0.015,0.0005,61,96092,0.06368346661821271
CALB,SNL,0.01,0.0005,61,96092,0.06657466543432439
CALB,SNL,0.005,0.0005,61,96092,0.07371898299432172
CALB,SNL,1.0,0.001,61,96092,0.05681978311974317
CALB,SNL,0.5,0.001,61,96092,0.0571713128583173
CALB,SNL,0.2,0.001,61,96092,0.05775251810634487
CALB,SNL,0.1,0.001,61,96092,0.058450776900364265
CALB,SNL,0.05,0.001,61,96092,0.05960058838390439
CALB,SNL,0.03,0.001,61,96092,0.06096142572007045
CALB,SNL,0.02,0.001,61,96092,0.0625383727860036
CALB,SNL,0.015,0.001,61,96092,0.06406586814497627
CALB,SNL,0.01,0.001,61,96092,0.06697443723811769
CALB,SNL,0.005,0.001,61,96092,0.07401284343929322
CALB,SNL,1.0,0.002,61,96092,0.0571750542167105
CALB,SNL,0.5,0.002,61,96092,0.05748659179344189
CALB,SNL,0.2,0.002,61,96092,0.058039701993111016
CALB,SNL,0.1,0.002,61,96092,0.05874327271082022
CALB,SNL,0.05,0.002,61,96092,0.0599236009304341
CALB,SNL,0.03,0.002,61,96092,0.061331506283280095
CALB,SNL,0.02,0.002,61,96092,0.06296815848647927
CALB,SNL,0.015,0.002,61,96092,0.06455015386331167
CALB,SNL,0.01,0.002,61,96092,0.06746501513107303
CALB,SNL,0.005,0.002,61,96092,0.07441391995551729
CALB,SNL,1.0,0.005,61,96092,0.0574516645813537
CALB,SNL,0.5,0.005,61,96092,0.05773653044573169
CALB,SNL,0.2,0.005,61,96092,0.058302483873875884
CALB,SNL,0.1,0.005,61,96092,0.059047654144336
CALB,SNL,0.05,0.005,61,96092,0.06031994508318752
CALB,SNL,0.03,0.005,61,96092,0.06182641233741392
CALB,SNL,0.02,0.005,61,96092,0.0635601061661597
CALB,SNL,0.015,0.005,61,96092,0.06521250776951937
CALB,SNL,0.01,0.005,61,96092,0.06823115377667587
CALB,SNL,0.005,0.005,61,96092,0.07495137422970755
CALB,UL_PUR,1.0,0.0,10,2195,0.03971619820664913
CALB,UL_PUR,0.5,0.0,10,2195,0.039331007217920155
CALB,UL_PUR,0.2,0.0,10,2195,0.038838847892984016
CALB,UL_PUR,0.1,0.0,10,2195,0.0383206332728546
CALB,UL_PUR,0.05,0.0,10,2195,0.03756302273892981
CALB,UL_PUR,0.03,0.0,10,2195,0.03679571985220988
CALB,UL_PUR,0.02,0.0,10,2195,0.03628561664820505
CALB,UL_PUR,0.015,0.0,10,2195,0.03631709159878434
CALB,UL_PUR,0.01,0.0,10,2195,0.037512208047815084
CALB,UL_PUR,0.005,0.0,10,2195,0.041621289005360426
CALB,UL_PUR,1.0,0.00025,10,2195,0.039636439611400495
CALB,UL_PUR,0.5,0.00025,10,2195,0.0393464123295949
CALB,UL_PUR,0.2,0.00025,10,2195,0.03893231571465137
CALB,UL_PUR,0.1,0.00025,10,2195,0.038491341298133364
CALB,UL_PUR,0.05,0.00025,10,2195,0.03772181788613321
CALB,UL_PUR,0.03,0.00025,10,2195,0.03694228536936843
CALB,UL_PUR,0.02,0.00025,10,2195,0.03633528210373351
CALB,UL_PUR,0.015,0.00025,10,2195,0.036324708793270856
CALB,UL_PUR,0.01,0.00025,10,2195,0.03748598383616371
CALB,UL_PUR,0.005,0.00025,10,2195,0.04158957156139827
CALB,UL_PUR,1.0,0.0005,10,2195,0.03960593433884825
CALB,UL_PUR,0.5,0.0005,10,2195,0.03932353907266457
CALB,UL_PUR,0.2,0.0005,10,2195,0.0388999408501163
CALB,UL_PUR,0.1,0.0005,10,2195,0.03851029409878252
CALB,UL_PUR,0.05,0.0005,10,2195,0.037813378851374764
CALB,UL_PUR,0.03,0.0005,10,2195,0.03702959744904395
CALB,UL_PUR,0.02,0.0005,10,2195,0.03635051849050501
CALB,UL_PUR,0.015,0.0005,10,2195,0.03633181432306863
CALB,UL_PUR,0.01,0.0005,10,2195,0.037464781365520936
CALB,UL_PUR,0.005,0.0005,10,2195,0.04156388726729661
CALB,UL_PUR,1.0,0.001,10,2195,0.03955472567387703
CALB,UL_PUR,0.5,0.001,10,2195,0.03925316936368718
CALB,UL_PUR,0.2,0.001,10,2195,0.0388776280048642
CALB,UL_PUR,0.1,0.001,10,2195,0.03850836094893719
CALB,UL_PUR,0.05,0.001,10,2195,0.037919599196299454
CALB,UL_PUR,0.03,0.001,10,2195,0.03708211660344695
CALB,UL_PUR,0.02,0.001,10,2195,0.036368005983990356
CALB,UL_PUR,0.015,0.001,10,2195,0.036336256554546545
CALB,UL_PUR,0.01,0.001,10,2195,0.037426423989088804
CALB,UL_PUR,0.005,0.001,10,2195,0.041525645980962395
CALB,UL_PUR,1.0,0.002,10,2195,0.03943068610360956
CALB,UL_PUR,0.5,0.002,10,2195,0.03916588696584016
CALB,UL_PUR,0.2,0.002,10,2195,0.038832482453057114
CALB,UL_PUR,0.1,0.002,10,2195,0.03856817647011464
CALB,UL_PUR,0.05,0.002,10,2195,0.03791737292793866
CALB,UL_PUR,0.03,0.002,10,2195,0.03710103093458232
CALB,UL_PUR,0.02,0.002,10,2195,0.0363680173594744
CALB,UL_PUR,0.015,0.002,10,2195,0.03631108133375604
CALB,UL_PUR,0.01,0.002,10,2195,0.037385991618040695
CALB,UL_PUR,0.005,0.002,10,2195,0.04148634312428747
CALB,UL_PUR,1.0,0.005,10,2195,0.039320890035271075
CALB,UL_PUR,0.5,0.005,10,2195,0.03910101310509742
CALB,UL_PUR,0.2,0.005,10,2195,0.03881862278431912
CALB,UL_PUR,0.1,0.005,10,2195,0.03856263603682952
CALB,UL_PUR,0.05,0.005,10,2195,0.037957997154380745
CALB,UL_PUR,0.03,0.005,10,2195,0.03714878845260555
CALB,UL_PUR,0.02,0.005,10,2195,0.03635966674156174
CALB,UL_PUR,0.015,0.005,10,2195,0.036290629905377375
CALB,UL_PUR,0.01,0.005,10,2195,0.03735506859324825
CALB,UL_PUR,0.005,0.005,10,2195,0.041456604913335346
CALB,XJTU,1.0,0.0,23,6823,0.1485634563026573
CALB,XJTU,0.5,0.0,23,6823,0.14734624443755012
CALB,XJTU,0.2,0.0,23,6823,0.1448596199928015
CALB,XJTU,0.1,0.0,23,6823,0.14164211416874617
CALB,XJTU,0.05,0.0,23,6823,0.1361178176420853
CALB,XJTU,0.03,0.0,23,6823,0.12955590290267746
CALB,XJTU,0.02,0.0,23,6823,0.1224386971046478
CALB,XJTU,0.015,0.0,23,6823,0.11639448439578118
CALB,XJTU,0.01,0.0,23,6823,0.10701294047554369
CALB,XJTU,0.005,0.0,23,6823,0.09178100383672008
CALB,XJTU,1.0,0.00025,23,6823,0.14663051501346244
CALB,XJTU,0.5,0.00025,23,6823,0.14546549965367497
CALB,XJTU,0.2,0.00025,23,6823,0.1431660465630345
CALB,XJTU,0.1,0.00025,23,6823,0.14015075360607365
CALB,XJTU,0.05,0.00025,23,6823,0.1348874729720447
CALB,XJTU,0.03,0.00025,23,6823,0.1285697067176298
CALB,XJTU,0.02,0.00025,23,6823,0.12168384578151067
CALB,XJTU,0.015,0.00025,23,6823,0.11577561414289039
CALB,XJTU,0.01,0.00025,23,6823,0.10654493865122845
CALB,XJTU,0.005,0.00025,23,6823,0.09114173863501199
CALB,XJTU,1.0,0.0005,23,6823,0.14559186039235197
CALB,XJTU,0.5,0.0005,23,6823,0.14447586228135065
CALB,XJTU,0.2,0.0005,23,6823,0.14227940580714998
CALB,XJTU,0.1,0.0005,23,6823,0.13939085772320192
CALB,XJTU,0.05,0.0005,23,6823,0.13424225325564887
CALB,XJTU,0.03,0.0005,23,6823,0.128050475069802
CALB,XJTU,0.02,0.0005,23,6823,0.12129184067924652
CALB,XJTU,0.015,0.0005,23,6823,0.11548694349778524
CALB,XJTU,0.01,0.0005,23,6823,0.10630639585741823
CALB,XJTU,0.005,0.0005,23,6823,0.09083778097389411
CALB,XJTU,1.0,0.001,23,6823,0.14465287092000614
CALB,XJTU,0.5,0.001,23,6823,0.14362026726921337
CALB,XJTU,0.2,0.001,23,6823,0.14155352961926443
CALB,XJTU,0.1,0.001,23,6823,0.13875743163921941
CALB,XJTU,0.05,0.001,23,6823,0.13373268948620662
CALB,XJTU,0.03,0.001,23,6823,0.12760363674055328
CALB,XJTU,0.02,0.001,23,6823,0.12094250814535847
CALB,XJTU,0.015,0.001,23,6823,0.11520709771991236
CALB,XJTU,0.01,0.001,23,6823,0.10606288695113984
CALB,XJTU,0.005,0.001,23,6823,0.09053856719832082
CALB,XJTU,1.0,0.002,23,6823,0.14398322800252297
CALB,XJTU,0.5,0.002,23,6823,0.14302478486583617
CALB,XJTU,0.2,0.002,23,6823,0.14103159491863063
CALB,XJTU,0.1,0.002,23,6823,0.13832137068745975
CALB,XJTU,0.05,0.002,23,6823,0.1333453376783063
CALB,XJTU,0.03,0.002,23,6823,0.12724770943136574
CALB,XJTU,0.02,0.002,23,6823,0.12065099935607174
CALB,XJTU,0.015,0.002,23,6823,0.11494359132022257
CALB,XJTU,0.01,0.002,23,6823,0.1058271889459638
CALB,XJTU,0.005,0.002,23,6823,0.09022776525281744
CALB,XJTU,1.0,0.005,23,6823,0.1435606530108907
CALB,XJTU,0.5,0.005,23,6823,0.14265550751273667
CALB,XJTU,0.2,0.005,23,6823,0.14073993922099468
CALB,XJTU,0.1,0.005,23,6823,0.13806822773795857
CALB,XJTU,0.05,0.005,23,6823,0.13311565557790117
CALB,XJTU,0.03,0.005,23,6823,0.1270574364658619
CALB,XJTU,0.02,0.005,23,6823,0.12050309419027261
CALB,XJTU,0.015,0.005,23,6823,0.11482753041099718
CALB,XJTU,0.01,0.005,23,6823,0.1057458888294883
CALB,XJTU,0.005,0.005,23,6823,0.09013624372008541
CALCE,CALB,1.0,0.0,27,2629,0.07446564689337565
CALCE,CALB,0.5,0.0,27,2629,0.0735346531444599
CALCE,CALB,0.2,0.0,27,2629,0.07201933611588826
CALCE,CALB,0.1,0.0,27,2629,0.070325106682046
CALCE,CALB,0.05,0.0,27,2629,0.06786955024607987
CALCE,CALB,0.03,0.0,27,2629,0.06567942839171909
CALCE,CALB,0.02,0.0,27,2629,0.06393842506427906
CALCE,CALB,0.015,0.0,27,2629,0.06280157611237935
CALCE,CALB,0.01,0.0,27,2629,0.06141890453275048
CALCE,CALB,0.005,0.0,27,2629,0.05971853769687997
CALCE,CALB,1.0,0.00025,27,2629,0.07358364368295935
CALCE,CALB,0.5,0.00025,27,2629,0.07271485301568065
CALCE,CALB,0.2,0.00025,27,2629,0.07124244547079249
CALCE,CALB,0.1,0.00025,27,2629,0.069510637251058
CALCE,CALB,0.05,0.00025,27,2629,0.06686608706076967
CALCE,CALB,0.03,0.00025,27,2629,0.06448725644017422
CALCE,CALB,0.02,0.00025,27,2629,0.06259282964677938
CALCE,CALB,0.015,0.00025,27,2629,0.0613448977826652
CALCE,CALB,0.01,0.00025,27,2629,0.05982409353879012
CALCE,CALB,0.005,0.00025,27,2629,0.0579477830518583
CALCE,CALB,1.0,0.0005,27,2629,0.07315760271644482
CALCE,CALB,0.5,0.0005,27,2629,0.0723132279530528
CALCE,CALB,0.2,0.0005,27,2629,0.07089608404716126
CALCE,CALB,0.1,0.0005,27,2629,0.0691315587132468
CALCE,CALB,0.05,0.0005,27,2629,0.066403598630103
CALCE,CALB,0.03,0.0005,27,2629,0.06392254608564725
CALCE,CALB,0.02,0.0005,27,2629,0.06193089450461239
CALCE,CALB,0.015,0.0005,27,2629,0.06061744969279586
CALCE,CALB,0.01,0.0005,27,2629,0.05901421800838531
CALCE,CALB,0.005,0.0005,27,2629,0.057031358127110195
CALCE,CALB,1.0,0.001,27,2629,0.07273354788865308
CALCE,CALB,0.5,0.001,27,2629,0.07194920289722384
CALCE,CALB,0.2,0.001,27,2629,0.07059506813606566
CALCE,CALB,0.1,0.001,27,2629,0.06881499177512877
CALCE,CALB,0.05,0.001,27,2629,0.06602621692100026
CALCE,CALB,0.03,0.001,27,2629,0.06347771206565156
CALCE,CALB,0.02,0.001,27,2629,0.06141393965116227
CALCE,CALB,0.015,0.001,27,2629,0.060050509005619576
CALCE,CALB,0.01,0.001,27,2629,0.05838079001370352
CALCE,CALB,0.005,0.001,27,2629,0.05630941358552634
CALCE,CALB,1.0,0.002,27,2629,0.07242293158320463
CALCE,CALB,0.5,0.002,27,2629,0.07171348981411643
CALCE,CALB,0.2,0.002,27,2629,0.0703890172630549
CALCE,CALB,0.1,0.002,27,2629,0.06858055541729582
CALCE,CALB,0.05,0.002,27,2629,0.06578711795348202
CALCE,CALB,0.03,0.002,27,2629,0.06320711354978728
CALCE,CALB,0.02,0.002,27,2629,0.06109245313151704
CALCE,CALB,0.015,0.002,27,2629,0.059707667319493125
CALCE,CALB,0.01,0.002,27,2629,0.05800502769228798
CALCE,CALB,0.005,0.002,27,2629,0.05589450486756338
CALCE,CALB,1.0,0.005,27,2629,0.07222494053851868
CALCE,CALB,0.5,0.005,27,2629,0.07154993900654077
CALCE,CALB,0.2,0.005,27,2629,0.0701972332657421
CALCE,CALB,0.1,0.005,27,2629,0.0683924221704472
CALCE,CALB,0.05,0.005,27,2629,0.06556635668698353
CALCE,CALB,0.03,0.005,27,2629,0.06293350508555812
CALCE,CALB,0.02,0.005,27,2629,0.06078087541135226
CALCE,CALB,0.015,0.005,27,2629,0.05936383849925501
CALCE,CALB,0.01,0.005,27,2629,0.05760243991401093
CALCE,CALB,0.005,0.005,27,2629,0.055416950880371824
CALCE,HNEI,1.0,0.0,14,15085,0.35692499700726593
CALCE,HNEI,0.5,0.0,14,15085,0.28848251212037335
CALCE,HNEI,0.2,0.0,14,15085,0.19821477228998682
CALCE,HNEI,0.1,0.0,14,15085,0.16137336540518477
CALCE,HNEI,0.05,0.0,14,15085,0.14458898951543483
CALCE,HNEI,0.03,0.0,14,15085,0.13478911133024538
CALCE,HNEI,0.02,0.0,14,15085,0.1250540313126142
CALCE,HNEI,0.015,0.0,14,15085,0.11598655899528554
CALCE,HNEI,0.01,0.0,14,15085,0.09871746717143212
CALCE,HNEI,0.005,0.0,14,15085,0.05494000304908269
CALCE,HNEI,1.0,0.00025,14,15085,0.3136463815372422
CALCE,HNEI,0.5,0.00025,14,15085,0.24773805007082034
CALCE,HNEI,0.2,0.00025,14,15085,0.1733877484226734
CALCE,HNEI,0.1,0.00025,14,15085,0.1494738795948058
CALCE,HNEI,0.05,0.00025,14,15085,0.13785120961771297
CALCE,HNEI,0.03,0.00025,14,15085,0.1294331380005368
CALCE,HNEI,0.02,0.00025,14,15085,0.12037007835311783
CALCE,HNEI,0.015,0.00025,14,15085,0.11167289970256274
CALCE,HNEI,0.01,0.00025,14,15085,0.09486135541111215
CALCE,HNEI,0.005,0.00025,14,15085,0.05080054906501431
CALCE,HNEI,1.0,0.0005,14,15085,0.27903798081724335
CALCE,HNEI,0.5,0.0005,14,15085,0.22101434499583997
CALCE,HNEI,0.2,0.0005,14,15085,0.161726999561767
CALCE,HNEI,0.1,0.0005,14,15085,0.14454709470710309
CALCE,HNEI,0.05,0.0005,14,15085,0.13492038599416747
CALCE,HNEI,0.03,0.0005,14,15085,0.12705934608349867
CALCE,HNEI,0.02,0.0005,14,15085,0.11834343450163332
CALCE,HNEI,0.015,0.0005,14,15085,0.10977123311041784
CALCE,HNEI,0.01,0.0005,14,15085,0.09300952205859389
CALCE,HNEI,0.005,0.0005,14,15085,0.048595423704884254
CALCE,HNEI,1.0,0.001,14,15085,0.24288267533460192
CALCE,HNEI,0.5,0.001,14,15085,0.19342208938491473
CALCE,HNEI,0.2,0.001,14,15085,0.1519453692076404
CALCE,HNEI,0.1,0.001,14,15085,0.1399199329495901
CALCE,HNEI,0.05,0.001,14,15085,0.13189173286623693
CALCE,HNEI,0.03,0.001,14,15085,0.12453737132175095
CALCE,HNEI,0.02,0.001,14,15085,0.11598918342842499
CALCE,HNEI,0.015,0.001,14,15085,0.10747381903716871
CALCE,HNEI,0.01,0.001,14,15085,0.09066818064499614
CALCE,HNEI,0.005,0.001,14,15085,0.04587865308891957
CALCE,HNEI,1.0,0.002,14,15085,0.20836538688962827
CALCE,HNEI,0.5,0.002,14,15085,0.17109796335196714
CALCE,HNEI,0.2,0.002,14,15085,0.14445023183059585
CALCE,HNEI,0.1,0.002,14,15085,0.1358509509307327
CALCE,HNEI,0.05,0.002,14,15085,0.12904681991390818
CALCE,HNEI,0.03,0.002,14,15085,0.12206507077834648
CALCE,HNEI,0.02,0.002,14,15085,0.11359826351743887
CALCE,HNEI,0.015,0.002,14,15085,0.10512309846980536
CALCE,HNEI,0.01,0.002,14,15085,0.08818169342180357
CALCE,HNEI,0.005,0.002,14,15085,0.04287429924285662
CALCE,HNEI,1.0,0.005,14,15085,0.17282891364299185
CALCE,HNEI,0.5,0.005,14,15085,0.1520414425207803
CALCE,HNEI,0.2,0.005,14,15085,0.13752980918625815
CALCE,HNEI,0.1,0.005,14,15085,0.13202068982391693
CALCE,HNEI,0.05,0.005,14,15085,0.12622612909934722
CALCE,HNEI,0.03,0.005,14,15085,0.11948830905032605
CALCE,HNEI,0.02,0.005,14,15085,0.11102636278940081
CALCE,HNEI,0.015,0.005,14,15085,0.10247717138050265
CALCE,HNEI,0.01,0.005,14,15085,0.08528118320689002
CALCE,HNEI,0.005,0.005,14,15085,0.039634684862263125
CALCE,HUST,1.0,0.0,77,145735,0.02894107350280549
CALCE,HUST,0.5,0.0,77,145735,0.028907315582181993
CALCE,HUST,0.2,0.0,77,145735,0.028892372293572943
CALCE,HUST,0.1,0.0,77,145735,0.02889473091880371
CALCE,HUST,0.05,0.0,77,145735,0.028921947571978746
CALCE,HUST,0.03,0.0,77,145735,0.02895103925278428
CALCE,HUST,0.02,0.0,77,145735,0.028946104199050488
CALCE,HUST,0.015,0.0,77,145735,0.02890211173717108
CALCE,HUST,0.01,0.0,77,145735,0.028774819914394987
CALCE,HUST,0.005,0.0,77,145735,0.028803167950014436
CALCE,HUST,1.0,0.00025,77,145735,0.029922747959023444
CALCE,HUST,0.5,0.00025,77,145735,0.029897882798099573
CALCE,HUST,0.2,0.00025,77,145735,0.029857567942297557
CALCE,HUST,0.1,0.00025,77,145735,0.029818919839821
CALCE,HUST,0.05,0.00025,77,145735,0.02976948679242399
CALCE,HUST,0.03,0.00025,77,145735,0.029691379725236826
CALCE,HUST,0.02,0.00025,77,145735,0.029574373596888585
CALCE,HUST,0.015,0.00025,77,145735,0.02942794171387436
CALCE,HUST,0.01,0.00025,77,145735,0.029105916842847114
CALCE,HUST,0.005,0.00025,77,145735,0.028794508603081248
CALCE,HUST,1.0,0.0005,77,145735,0.030000092664619348
CALCE,HUST,0.5,0.0005,77,145735,0.029975294746258985
CALCE,HUST,0.2,0.0005,77,145735,0.029932044801814012
CALCE,HUST,0.1,0.0005,77,145735,0.029888919906195067
CALCE,HUST,0.05,0.0005,77,145735,0.029828739368641794
CALCE,HUST,0.03,0.0005,77,145735,0.029744021563820337
CALCE,HUST,0.02,0.0005,77,145735,0.02962503155601961
CALCE,HUST,0.015,0.0005,77,145735,0.029474852291314083
CALCE,HUST,0.01,0.0005,77,145735,0.02914582253279369
CALCE,HUST,0.005,0.0005,77,145735,0.028820079598907533
CALCE,HUST,1.0,0.001,77,145735,0.030022446003031236
CALCE,HUST,0.5,0.001,77,145735,0.029999702080144196
CALCE,HUST,0.2,0.001,77,145735,0.02995643145976034
CALCE,HUST,0.1,0.001,77,145735,0.029911798742663417
CALCE,HUST,0.05,0.001,77,145735,0.029851285817875106
CALCE,HUST,0.03,0.001,77,145735,0.02976755302541924
CALCE,HUST,0.02,0.001,77,145735,0.029649525929766146
CALCE,HUST,0.015,0.001,77,145735,0.02950205696504939
CALCE,HUST,0.01,0.001,77,145735,0.029174105966587604
CALCE,HUST,0.005,0.001,77,145735,0.028842036044607385
CALCE,HUST,1.0,0.002,77,145735,0.030027847795029414
CALCE,HUST,0.5,0.002,77,145735,0.030007001781195374
CALCE,HUST,0.2,0.002,77,145735,0.029964625802901095
CALCE,HUST,0.1,0.002,77,145735,0.02992225476444492
CALCE,HUST,0.05,0.002,77,145735,0.02986285077067787
CALCE,HUST,0.03,0.002,77,145735,0.029780444256372284
CALCE,HUST,0.02,0.002,77,145735,0.029663962600254477
CALCE,HUST,0.015,0.002,77,145735,0.029518018768200763
CALCE,HUST,0.01,0.002,77,145735,0.029192657006850024
CALCE,HUST,0.005,0.002,77,145735,0.02885785208295938
CALCE,HUST,1.0,0.005,77,145735,0.030028272830531264
CALCE,HUST,0.5,0.005,77,145735,0.030009347601493756
CALCE,HUST,0.2,0.005,77,145735,0.029969444168201374
CALCE,HUST,0.1,0.005,77,145735,0.029928436094515207
CALCE,HUST,0.05,0.005,77,145735,0.02987020099562068
CALCE,HUST,0.03,0.005,77,145735,0.02978862944266345
CALCE,HUST,0.02,0.005,77,145735,0.02967286359332543
CALCE,HUST,0.015,0.005,77,145735,0.029527012986811017
CALCE,HUST,0.01,0.005,77,145735,0.029201849705371798
CALCE,HUST,0.005,0.005,77,145735,0.028866355528974343
CALCE,MATR,1.0,0.0,169,139148,0.05525774187333897
CALCE,MATR,0.5,0.0,169,139148,0.053919640362875616
CALCE,MATR,0.2,0.0,169,139148,0.05248025930381153
CALCE,MATR,0.1,0.0,169,139148,0.05126660901748005
CALCE,MATR,0.05,0.0,169,139148,0.04978146545669271
CALCE,MATR,0.03,0.0,169,139148,0.04841161044117997
CALCE,MATR,0.02,0.0,169,139148,0.04703894963378997
CALCE,MATR,0.015,0.0,169,139148,0.0458552004197185
CALCE,MATR,0.01,0.0,169,139148,0.04384993080264601
CALCE,MATR,0.005,0.0,169,139148,0.03990177780241632
CALCE,MATR,1.0,0.00025,169,139148,0.0524476024836206
CALCE,MATR,0.5,0.00025,169,139148,0.051319299464063675
CALCE,MATR,0.2,0.00025,169,139148,0.049969977250862024
CALCE,MATR,0.1,0.00025,169,139148,0.04888964944529086
CALCE,MATR,0.05,0.00025,169,139148,0.04764439410041936
CALCE,MATR,0.03,0.00025,169,139148,0.046517351077178935
CALCE,MATR,0.02,0.00025,169,139148,0.0453540463880312
CALCE,MATR,0.015,0.00025,169,139148,0.044313627204324024
CALCE,MATR,0.01,0.00025,169,139148,0.04249074891618949
CALCE,MATR,0.005,0.00025,169,139148,0.03864745287397888
CALCE,MATR,1.0,0.0005,169,139148,0.05134530107698579
CALCE,MATR,0.5,0.0005,169,139148,0.05026920740106614
CALCE,MATR,0.2,0.0005,169,139148,0.048976493343121714
CALCE,MATR,0.1,0.0005,169,139148,0.04795480787341572
CALCE,MATR,0.05,0.0005,169,139148,0.04678435356849961
CALCE,MATR,0.03,0.0005,169,139148,0.04574742433248186
CALCE,MATR,0.02,0.0005,169,139148,0.0446788290712313
CALCE,MATR,0.015,0.0005,169,139148,0.043706069366549194
CALCE,MATR,0.01,0.0005,169,139148,0.041956800412859166
